REFERENCE	 DEGRADED	 PESQMOS	 PESQMOS	 SUBJMOS	 COND	 SAMPLE_FREQ	 CRUDE_DELAY
 D:\Dual_Region\MOS_PESQ\swav\7.wav	 D:\Dual_Region\MOS_PESQ\ywav\7.wav	 SQValue=3.471	 3.471	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\8.wav	 D:\Dual_Region\MOS_PESQ\ywav\8.wav	 SQValue=2.426	 2.426	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\9.wav	 D:\Dual_Region\MOS_PESQ\ywav\9.wav	 SQValue=3.898	 3.898	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\10.wav	 D:\Dual_Region\MOS_PESQ\ywav\10.wav	 SQValue=3.679	 3.679	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\11.wav	 D:\Dual_Region\MOS_PESQ\ywav\11.wav	 SQValue=3.217	 3.217	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\12.wav	 D:\Dual_Region\MOS_PESQ\ywav\12.wav	 SQValue=3.112	 3.112	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\13.wav	 D:\Dual_Region\MOS_PESQ\ywav\13.wav	 SQValue=4.184	 4.184	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\14.wav	 D:\Dual_Region\MOS_PESQ\ywav\14.wav	 SQValue=4.218	 4.218	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\15.wav	 D:\Dual_Region\MOS_PESQ\ywav\15.wav	 SQValue=3.955	 3.955	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\16.wav	 D:\Dual_Region\MOS_PESQ\ywav\16.wav	 SQValue=3.560	 3.560	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\17.wav	 D:\Dual_Region\MOS_PESQ\ywav\17.wav	 SQValue=3.944	 3.944	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\18.wav	 D:\Dual_Region\MOS_PESQ\ywav\18.wav	 SQValue=3.812	 3.812	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\19.wav	 D:\Dual_Region\MOS_PESQ\ywav\19.wav	 SQValue=3.436	 3.436	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\20.wav	 D:\Dual_Region\MOS_PESQ\ywav\20.wav	 SQValue=3.099	 3.099	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\21.wav	 D:\Dual_Region\MOS_PESQ\ywav\21.wav	 SQValue=4.294	 4.294	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\22.wav	 D:\Dual_Region\MOS_PESQ\ywav\22.wav	 SQValue=4.114	 4.114	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\23.wav	 D:\Dual_Region\MOS_PESQ\ywav\23.wav	 SQValue=4.138	 4.138	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\24.wav	 D:\Dual_Region\MOS_PESQ\ywav\24.wav	 SQValue=3.268	 3.268	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\25.wav	 D:\Dual_Region\MOS_PESQ\ywav\25.wav	 SQValue=3.458	 3.458	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\26.wav	 D:\Dual_Region\MOS_PESQ\ywav\26.wav	 SQValue=3.778	 3.778	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\27.wav	 D:\Dual_Region\MOS_PESQ\ywav\27.wav	 SQValue=3.270	 3.270	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\28.wav	 D:\Dual_Region\MOS_PESQ\ywav\28.wav	 SQValue=2.605	 2.605	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\29.wav	 D:\Dual_Region\MOS_PESQ\ywav\29.wav	 SQValue=3.931	 3.931	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\30.wav	 D:\Dual_Region\MOS_PESQ\ywav\30.wav	 SQValue=3.551	 3.551	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\31.wav	 D:\Dual_Region\MOS_PESQ\ywav\31.wav	 SQValue=3.522	 3.522	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\32.wav	 D:\Dual_Region\MOS_PESQ\ywav\32.wav	 SQValue=2.811	 2.811	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\33.wav	 D:\Dual_Region\MOS_PESQ\ywav\33.wav	 SQValue=4.212	 4.212	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\34.wav	 D:\Dual_Region\MOS_PESQ\ywav\34.wav	 SQValue=4.167	 4.167	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\35.wav	 D:\Dual_Region\MOS_PESQ\ywav\35.wav	 SQValue=3.498	 3.498	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\36.wav	 D:\Dual_Region\MOS_PESQ\ywav\36.wav	 SQValue=3.387	 3.387	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\37.wav	 D:\Dual_Region\MOS_PESQ\ywav\37.wav	 SQValue=3.850	 3.850	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\38.wav	 D:\Dual_Region\MOS_PESQ\ywav\38.wav	 SQValue=3.981	 3.981	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\39.wav	 D:\Dual_Region\MOS_PESQ\ywav\39.wav	 SQValue=3.378	 3.378	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\40.wav	 D:\Dual_Region\MOS_PESQ\ywav\40.wav	 SQValue=3.206	 3.206	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\41.wav	 D:\Dual_Region\MOS_PESQ\ywav\41.wav	 SQValue=4.226	 4.226	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\42.wav	 D:\Dual_Region\MOS_PESQ\ywav\42.wav	 SQValue=3.509	 3.509	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\43.wav	 D:\Dual_Region\MOS_PESQ\ywav\43.wav	 SQValue=3.661	 3.661	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\44.wav	 D:\Dual_Region\MOS_PESQ\ywav\44.wav	 SQValue=3.393	 3.393	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\45.wav	 D:\Dual_Region\MOS_PESQ\ywav\45.wav	 SQValue=3.967	 3.967	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\46.wav	 D:\Dual_Region\MOS_PESQ\ywav\46.wav	 SQValue=3.433	 3.433	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\47.wav	 D:\Dual_Region\MOS_PESQ\ywav\47.wav	 SQValue=3.300	 3.300	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\48.wav	 D:\Dual_Region\MOS_PESQ\ywav\48.wav	 SQValue=2.639	 2.639	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\49.wav	 D:\Dual_Region\MOS_PESQ\ywav\49.wav	 SQValue=3.473	 3.473	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\50.wav	 D:\Dual_Region\MOS_PESQ\ywav\50.wav	 SQValue=3.719	 3.719	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\51.wav	 D:\Dual_Region\MOS_PESQ\ywav\51.wav	 SQValue=3.586	 3.586	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\52.wav	 D:\Dual_Region\MOS_PESQ\ywav\52.wav	 SQValue=3.033	 3.033	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\53.wav	 D:\Dual_Region\MOS_PESQ\ywav\53.wav	 SQValue=4.086	 4.086	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\54.wav	 D:\Dual_Region\MOS_PESQ\ywav\54.wav	 SQValue=4.119	 4.119	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\55.wav	 D:\Dual_Region\MOS_PESQ\ywav\55.wav	 SQValue=3.531	 3.531	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\56.wav	 D:\Dual_Region\MOS_PESQ\ywav\56.wav	 SQValue=3.431	 3.431	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\57.wav	 D:\Dual_Region\MOS_PESQ\ywav\57.wav	 SQValue=3.956	 3.956	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\58.wav	 D:\Dual_Region\MOS_PESQ\ywav\58.wav	 SQValue=3.572	 3.572	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\59.wav	 D:\Dual_Region\MOS_PESQ\ywav\59.wav	 SQValue=3.422	 3.422	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\60.wav	 D:\Dual_Region\MOS_PESQ\ywav\60.wav	 SQValue=3.160	 3.160	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\61.wav	 D:\Dual_Region\MOS_PESQ\ywav\61.wav	 SQValue=3.888	 3.888	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\62.wav	 D:\Dual_Region\MOS_PESQ\ywav\62.wav	 SQValue=3.937	 3.937	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\63.wav	 D:\Dual_Region\MOS_PESQ\ywav\63.wav	 SQValue=3.821	 3.821	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\64.wav	 D:\Dual_Region\MOS_PESQ\ywav\64.wav	 SQValue=3.761	 3.761	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\65.wav	 D:\Dual_Region\MOS_PESQ\ywav\65.wav	 SQValue=3.799	 3.799	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\66.wav	 D:\Dual_Region\MOS_PESQ\ywav\66.wav	 SQValue=3.449	 3.449	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\67.wav	 D:\Dual_Region\MOS_PESQ\ywav\67.wav	 SQValue=2.961	 2.961	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\68.wav	 D:\Dual_Region\MOS_PESQ\ywav\68.wav	 SQValue=2.740	 2.740	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\69.wav	 D:\Dual_Region\MOS_PESQ\ywav\69.wav	 SQValue=3.467	 3.467	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\70.wav	 D:\Dual_Region\MOS_PESQ\ywav\70.wav	 SQValue=3.567	 3.567	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\71.wav	 D:\Dual_Region\MOS_PESQ\ywav\71.wav	 SQValue=3.412	 3.412	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\72.wav	 D:\Dual_Region\MOS_PESQ\ywav\72.wav	 SQValue=3.018	 3.018	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\73.wav	 D:\Dual_Region\MOS_PESQ\ywav\73.wav	 SQValue=4.272	 4.272	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\74.wav	 D:\Dual_Region\MOS_PESQ\ywav\74.wav	 SQValue=3.880	 3.880	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\75.wav	 D:\Dual_Region\MOS_PESQ\ywav\75.wav	 SQValue=4.111	 4.111	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\76.wav	 D:\Dual_Region\MOS_PESQ\ywav\76.wav	 SQValue=3.291	 3.291	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\77.wav	 D:\Dual_Region\MOS_PESQ\ywav\77.wav	 SQValue=4.089	 4.089	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\78.wav	 D:\Dual_Region\MOS_PESQ\ywav\78.wav	 SQValue=2.866	 2.866	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\79.wav	 D:\Dual_Region\MOS_PESQ\ywav\79.wav	 SQValue=3.403	 3.403	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\80.wav	 D:\Dual_Region\MOS_PESQ\ywav\80.wav	 SQValue=3.229	 3.229	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\81.wav	 D:\Dual_Region\MOS_PESQ\ywav\81.wav	 SQValue=4.344	 4.344	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\82.wav	 D:\Dual_Region\MOS_PESQ\ywav\82.wav	 SQValue=4.139	 4.139	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\83.wav	 D:\Dual_Region\MOS_PESQ\ywav\83.wav	 SQValue=3.975	 3.975	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\84.wav	 D:\Dual_Region\MOS_PESQ\ywav\84.wav	 SQValue=3.508	 3.508	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\85.wav	 D:\Dual_Region\MOS_PESQ\ywav\85.wav	 SQValue=3.685	 3.685	 0.000	 0	 16000	0.0000
 D:\Dual_Region\MOS_PESQ\swav\86.wav	 D:\Dual_Region\MOS_PESQ\ywav\86.wav	 SQValue=3.394	 3.394	 0.000	 0	 16000	0.0000
